Ä«Å×°í¸®,À½½Ä_¸µÅ©,À½½Ä_ÀÌ¸§,ÀÌ¹ÌÁö_¸µÅ©,ÇÊ¼öÀç·á,Ä®·Î¸®(kcal),Åº¼öÈ­¹°(g),´Ü¹éÁú(g),ÃÑ Áö¹æ(g)
¸é,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=5&s_orderby=new&idx=1317,¼øµÎºÎ ¿­¶ó¸é ±×¶óÅÁ,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-01_786638811[11].jpg,"['¿À¶Ñ±â ¿­¶ó¸é 1ºÀÁö(120g), ¿À¶Ñ±â ½´·¹µåÄ¡Áî ¸ğÂ¥·¼¶ó 2ºÀg(140g), ¼øµÎºÎ\t1/2ºÀ(75g), ¿À¶Ñ±â ÇÁ·¹½ºÄÚ Åä¸¶Åä 3T(45g), ÆÄ½½¸® °¡·ç ¾à°£, ¾çÆÄ 1/2°³(100g)']",466.09,56.32,20.86,17.18
¸é,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=5&s_orderby=new&idx=1315,¹ÙÁúÆä½ºÅä ¶ó¸é,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-01_786638811[7].jpg,"['¿À¶Ñ±â ¼øÈÄÃß¶ó¸é »ç°ñ°õÅÁ¸À(¿ë±â) 1°³(105g), ¹ÙÁúÆä½ºÅä\t3T(45g), ¶ß°Å¿î ¹° 370ml, ¹ÙÁú ÀÙ 3Àå']",688.8,72.04,12.6,38.66
µğÀúÆ®,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1378,½º¸ğÅ© °¨ÀÚÄ¡Áîº¼,https://ottogi.okitchen.co.kr/pds/upfile/2023-04-11_489629280[3].jpg,"['Á÷Á¢°¥¾Æ¸Ô´Â ½º¸ğÅ©ÆäÆÛ¼ÖÆ® 2t(1g), °¨ÀÚ 2°³(350g), °¨ÀÚ¸À ÀüºĞ 3T(15g), ¶ó¸Á ±¸¿ö¸Ô´Â Ä¡Áî 1/3°³(40g), ÇÁ·¹½ºÄÚ Ä«³î¶óÀ¯ À¯ÅÁ¿ë, ½iÇÜ 1/2Äµ(100g)']",203.1,21.6,10.8,8.5
µğÀúÆ®,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1377,´ß°í±âÅ©¸²½ºÆ©,https://ottogi.okitchen.co.kr/pds/upfile/2023-04-11_489629280[1].jpg,"['´ß´Ù¸®»ì 350g, ÇÁ·¹½ºÄÚ Ä«³î¶óÀ¯ 2T(30g),¸¶´Ã 2°³(8g), Å©¸²½ºÇÁ 40g, ¾çÆÄ 1°³(200g), ¿ìÀ¯ 200ml, ´ç±Ù 1/5°³(30g), ¹° 200ml, ºê·ÎÄİ¸® 6Á¶°¢(90g), ¼Ò±İ ¾à°£, ¾ç¼ÛÀÌ¹ö¼¸ 4°³(80g), ¼øÈÄÃß ¾à°£']",573.24,37.61,41.08,29.02
µğÀúÆ®,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1375,º¹¼ş¾Æ Ä¡ÁîÄÉÀÌÅ©,https://ottogi.okitchen.co.kr/pds/upfile/2023-03-07_752536584[7].jpg,"['È²µµ 1Äµ(400g), ÇÖÄÉÀÌÅ©¹Í½º 250g, »ıÅ©¸² 150ml, Á©¶óÆ¾ °¡·ç 5g, Å©¸²Ä¡Áî 100g, °è¶õ 1°³, ¿ìÀ¯ 135ml, Âù¹° 5T(50g)']",394.83,51.99,5.91,17.99
µğÀúÆ®,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1372,°¨ÀÚ ½ºÇÁ,https://ottogi.okitchen.co.kr/pds/upfile/2023-03-07_752536584[1].jpg,"['Å©¸²½ºÇÁ 1/2ºÀ(40g) °¨ÀÚ 1°³(200g), ÆÄ½½¸®°¡·ç ¾à°£ ¹° 500ml, ¾çÆÄ 1/2°³(100g), ¼øÈÄÃß ¾à°£, ¹«¿°¹öÅÍ 1T(15g), ½Ä»§ 1/4Àå(15g), ¼³ÅÁ 1/2T(7g) ¼Ò±İ 1/2t(1g)']",181.38,27.48,3.12,6.77
µğÀúÆ®,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1371,Äá³ª¹°Àü,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-24_1016200138[9].jpg,"['¹Ù»èÇÑ ºÎÄ§°¡·ç 100g, »ï°ã»ì¾çÆÄÀıÀÓ¼Ò½º 6T(50g),Äá³ª¹° 65g, ´ÙÁø¸¶´Ã 1t(6g), ´ç±Ù 1/10°³(20g), ºÎÃß 5g, ¹° 150ml, Ã»¾ç°íÃß 1°³(10g), ÇÁ·¹½ºÄÚ Ä«³î¶óÀ¯ 3T(30g), °í¼ÒÇÑ Âü±â¸§ 1T(10g), ¿¾³¯ ººÀ½Âü±ú 1/2T(1g), °íÃå°¡·ç 1t(1g), ¼Ò±İ 1/3t(1g)']",402.03,39.7,12.26,21.24
µğÀúÆ®,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1367,¿ÀÀÌ »÷µåÀ§Ä¡,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-24_1016200138[1].jpg,"['¿ÀÀÌ 1/2°³(130g), ²É¼Ò±İ 1t(2g), ÇÁ·¹½ºÄÚ ¾ĞÂø¿Ã¸®ºêÀ¯ 1t(3g), Á÷Á¢ °¥¾Æ¸Ô´Â ÅëÈÄÃß ¾à°£, °ñµå ¸¶¿ä³×½º 3T(30g), ½Ä»§ 3Àå(90g)']",165.35,16.81,302.67,9.65
µğÀúÆ®,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1365,¿¬¾î Å°½¬,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-08_361907466[1].jpg,"['·»Áö¿¡µ¹·Á¸Ô´Â¿¬¾î±¸ÀÌ 1ÆÑ(60g), ¾ÖÈ£¹Ú 1/3°³(100g), °¨ÀÚ 1/3°³(70g), ½´·¹µåÄ¡Áî ¸ğÂ¥·¼¶ó 1ºÀ(70g), ´Ş°¿ ³ë¸¥ÀÚ 1°³ ¹æ¿ïÅä¸¶Åä 6°³(66g), ÇÁ·¹½ºÄÚ ¾ĞÂø ¿Ã¸®ºêÀ¯ 1T(10g) ¼Ò±İ ¾à°£, ¿Ã¸®ºê¹ÙÁúÂüÄ¡ 100g']",247.21,12.98,11.46,16.21
µğÀúÆ®,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1364,µş±âÄÉÀÌÅ©,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-08_361906995[5].jpg,"['ÇÖÄÉÀÌÅ©¹Í½º1kg 300g, µş±âÂ´ 500g 4T, ´ŞÄŞÇÑ ÄÉÀÌÅ©½Ã·´220g ¾à°£, ÇÃ·¹ÀÎ ¿ä°ÅÆ® 100g, ´Ş°¿ 1°³ ¼³ÅÁ 2T, µş±â 6°³ ½´°¡ÆÄ¿ì´õ ¾à°£, ¿ìÀ¯ 150ml, ½Ä¿ëÀ¯ ¾à°£']",308.65,64.68,5.75,3.01
µğÀúÆ®,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1359,È£¶± ²Ê¹è±â,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625953[13].jpg,"['Âı½ÒÈ£¶±¹Í½º1ÆÑ(540g), µû¶æÇÑ ¹°250ml, ÇÁ·¹½ºÄÚ Ä«³î¶óÀ¯À¯ÅÁ¿ë, ½´°¡ÆÄ¿ì´õ ¾à°£, , (¶Ç´Â ÀÎÀı¹Ì°¡·ç)']",355.5,73.8,7.2,3.42
µğÀúÆ®,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1350,¿©¸§°úÀÏ»ø·¯µå,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625401[7].jpg,"['·¹µå¿ÍÀÎ ¹ß»ç¹Íµå·¹½Ì2T(30g), ÇÁ·¹½ºÄÚ¾ĞÂø¿Ã¸®ºêÀ¯1/2t(7g), ÅëÈÄÃß¾à°£, Âü¿Ü1/2°³(120g), ¼Ò±İ¾à°£, ÀÚµÎ1°³(100g), Ãµµµº¹¼ş¾Æ1/2°³(150g), ¿ÀÀÌ1/3°³(60g)']",126.59,19.12,2.21,5.42
µğÀúÆ®,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1345,¸í¶õ¸¶´Ã»§,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_346896494[1].jpg,"['ÇÁ·¹½ºÄÚ ¸í¶õ¿ÀÀÏ5T(75g), °ñµå ¸¶¿ä³×½º4T(40g), ¿¬À¯3T(45g), ¹Ì´Ï¹Ù°ÔÆ®200g, ÆÄ½½¸®°¡·ç1t(0.3g), ´ÙÁø ¸¶´Ã50g, ¹é¼³ÅÁ1T(10g)']",510.25,94.75,7.7,15.02
µğÀúÆ®,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1330,¼ÖÆ¼µå µş¹Ù Å©·¹Æä,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115060389[1].jpg,"['ÇÖÄÉÀÌÅ©°¡·ç1/2ºÀ(250g), ¼ÖÆ¼µåÄ«¶ó¸á½Ã·´60g, µş±â9°³(25gX9), ¹Ù³ª³ª2°³(80gX2), ¿ìÀ¯200ml, ´Ş°¿1°³(50g), ½´°¡ÆÄ¿ì´õ¾à°£, ÇÁ·¹½ºÄÚ Ä«³î¶óÀ¯¾à°£']",,116.48,5.45,372.53
µğÀúÆ®,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1323,Ä¡ÁîÀÎÀı¹ÌÅä½ºÆ®,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-01_786638811[23].jpg,"['¿À¶Ñ±â ¿ä¸®¿ë²Ü 2T, ¿À¶Ñ±â ¶ó¸Á ½´·¹µåÄ¡Áî 1/2ºÀ, ÀÎÀı¹Ì 5Á¶°¢, ¿À¶Ñ±â Àã È£µÎ À²¹«Â÷ 1ºÀ, ½Ä»§ 2Àå, ¾Æ¸óµå ½½¶óÀÌ½º 1/2T']",438.5,83.4,12.5,6.5
µğÀúÆ®,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1320,Ä¡Áî°¨ÀÚÈ£¶±,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-01_786638811[17].jpg,"['ÃÊ°£Æí °¨ÀÚÀü¹Í½º 1/2ºÀ(100g), Âı½ÒÈ£¶±¹Í½º 1ÆÑ(540g), ½´·¹µåÄ¡Áî ¸ğÂ¥·¼¶ó 1ºÀ(70g), Â÷°¡¿î ¹° 300ml, µû¶æÇÑ ¹° 250ml, ÇÁ·¹½ºÄÚ ÇØ¹Ù¶ó±âÀ¯ ¾à°£(20g)']",479.67,87.3,11.53,9.25
µğÀúÆ®,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1313,µş±â¿À¹É·¿,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-01_786638811[3].jpg,"['ÇÖÄÉÀÌÅ©°¡·ç 1/2ºÀ(250g), µş±â 12°³(360g), »ıÅ©¸² 180ml, °è¶õ\t1°³(60g), ¿ìÀ¯ 135ml, ¼³ÅÁ 1T(10g), ÇÁ·¹½ºÄÚ Ä«³î¶óÀ¯ 2T(20g)']",735.53,86.71,10.74,38.46
µğÀúÆ®,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1304,ÀüÀÚ·¹ÀÎÁöºê¶ó¿ì´Ï,https://ottogi.okitchen.co.kr/pds/upfile/2022-04-11_393995672[23].jpg,"['¿À¶Ñ±â ÇÖÃİÄÚ 1°³ (20g), ¿À¶Ñ±â ÃİÄÚ ÇÖÄÉÀÌÅ©¹Í½º 30g, ¹ĞÅ©ÃÊÄİ¸´ 70g, ¿À¶Ñ±â ¿À¸Ş°¡3 ¹öÅÍ 70g, ¿À¶Ñ±â ¸ÀÀÖ´Â°è¶õ 1°³, ¿ìÀ¯ 3T']",539.5,40.9,8,44.9
µğÀúÆ®,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1291,ÇÖÃİÄÚ¹«½ºÄÉÀÌÅ©,https://ottogi.okitchen.co.kr/pds/upfile/2022-02-21_397338068[29].jpg,"['¿À¶Ñ±â ÇÖÃİÄÚ 5ºÀÁö(110g), ¿ìÀ¯ 450ml, ¹ĞÅ©ÃÊÄİ¸´ 30g, ÀüºĞ°¡·ç 35g, ¿À¶Ñ±â ÇÁ·¹½ºÄÚ Ä«³î¶óÀ¯ ¾à°£, ÄÚÄÚ¾ÆÆÄ¿ì´õ ¾à°£']",146.5,24.2,2.8,5.2
µğÀúÆ®,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1281,´Ş°í³ª ¶ó¸é¶¥,https://ottogi.okitchen.co.kr/pds/upfile/2022-02-21_397338068[9].jpg,"['¿À¶Ñ±â ½º³¼¸é1°³(108g), ¿À¶Ñ±â º£ÀÌÅ·¼Ò´ÙÇÑ ²¿Áı(0.8g), ¼³ÅÁ8T(40g), ¿À¶Ñ±â ¿À¸Ş°¡3 ¹öÅÍ2t(10g)']",328.01,54.65,0.55,12
µğÀúÆ®,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1271,´©·îÁöÃÊÄİ¸´,https://ottogi.okitchen.co.kr/pds/upfile/2022-01-11_619427589[15].jpg,"['¹ĞÅ©ÃÊÄİ¸´ 140g, ¿À¶Ñ±â ¿¾³¯ ±¸¼öÇÑ´©·îÁö 1ºÀ(60g)', '°ß°ú·ù']",980.4,133,9.6,44.6
ºĞ½Ä,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1383,º£ÀÌÄÁ ·ÎÁ¦¶±ººÀÌ,https://ottogi.okitchen.co.kr/pds/upfile/2023-05-26_944322754[3].jpg,"['ÇÁ·¹½ºÄÚ½ºÆÄ°ÔÆ¼¼Ò½º º£ÀÌÄÁ·ÎÁ¦ 100g, ÂÌ±êÇÑ ½Ò¶±ººÀÌ¶± 200g, ´ëÆÄ 1/3´ë(30g), Áß±¹½Ä³ĞÀº´ç¸é 100g 20g, Á÷Á¢°¥¾Æ¸Ô´ÂÅëÈÄÃß ¾à°£, »îÀº ¸ŞÃß¸®¾Ë 4¾Ë(40g), º£ÀÌÄÁ 1Àå(18g), ¸¶´Ã 1Åç(5g), ¾çÆÄ 1/4°³(50g), ¸ÀÀÖ´Â ¿À¸®Áö³ÎÇÖµµ±× 1°³(80g), ¾ç¹èÃß 50g, °íÃßÀå 1t(3g), ¿ìÀ¯ 150ml, ¹° 100ml']",552.3,83.9,15.5,77.2
ºĞ½Ä,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1378,½º¸ğÅ© °¨ÀÚÄ¡Áîº¼,https://ottogi.okitchen.co.kr/pds/upfile/2023-04-11_489629280[3].jpg,"['Á÷Á¢°¥¾Æ¸Ô´Â ½º¸ğÅ©ÆäÆÛ¼ÖÆ® 2t(1g), °¨ÀÚ 2°³(350g), °¨ÀÚ¸À ÀüºĞ 3T(15g), ¶ó¸Á ±¸¿ö¸Ô´Â Ä¡Áî 1/3°³(40g), ÇÁ·¹½ºÄÚ Ä«³î¶óÀ¯ À¯ÅÁ¿ë, ½iÇÜ 1/2Äµ(100g)']",203.1,21.6,10.8,8.5
ºĞ½Ä,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1376,Ä«·¹ Ä¡Áî¶ó¸é,https://ottogi.okitchen.co.kr/pds/upfile/2023-03-07_752536584[9].jpg,"['Áø¶ó¸é ¸Å¿î¸À 1°³(ºĞ¸»½ºÇÁ 1T), 3ºĞÄ«·¹(¼øÇÑ¸À) 1ºÀ, ½½¶óÀÌ½ºÄ¡Áî 1Àå(20g), ¹° 550ml, ÆÄ½½¸®°¡·ç ¾à°£']",337.2,102.96,20.54,24.84
ºĞ½Ä,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1374,µ·±î½º ±è¹ä,https://ottogi.okitchen.co.kr/pds/upfile/2023-03-07_752536584[5].jpg,"['µî½Éµ·±î½º 1°³(100g), Âü±ú µ·±î½º¼Ò½º 2T(30g), ¿À¶Ñ±â¹ä 1°³(210g), ´Ü¹«Áö 40g, °è¶õ 2°³, »ı¿Í»çºñ ¾à°£, ¼Ò±İ 1g, °í¼ÒÇÑ Âü±â¸§ 1t(3g), °ñµå¸¶¿ä³×½º 1T(15g), ·Î¸ŞÀÎ 4Àå(40g), ½Ä¿ëÀ¯ ¾à°£(À¯ÅÁ¿ë), ±è¹ä¿ë ±è 2Àå(6g)']",392.61,50.93,10.44,13.08
ºĞ½Ä,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1368,¸¸»õ°­Á¤,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-24_1016200138[3].jpg,"['¿ÀÁîÅ°Ä£ Ä¥¸®»õ¿ì 1ºÀ, ÂÌ±êÇÑ ½Ò¶±ººÀÌ¶± 110g, ¾ç³äÄ¡Å²¼Ò½º 3T(45g), X.O.¹Ì´Ï±º¸¸µÎ°í±â 150g, °ß°ú·ù ¾à°£']",637.75,80.05,18.6,26.92
ºĞ½Ä,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1366,¯ƒÇÜ½ºÆ½,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-09_575674873[1].jpg,"['¯ƒÇÜ ¿À¸®Áö³Î 1Äµ(200g), °è¶õ 2°³, Æ¢±è°¡·ç 60g, »§°¡·ç 60g, ÇÁ·¹½ºÄÚ ¾ĞÂø¿Ã¸®ºêÀ¯ À¯ÅÁ¿ë']",425.7,48.75,26.87,14.05
ºĞ½Ä,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1362,µÎºÎÂüÄ¡½ºÅ×ÀÌÅ©,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-08_361906995[1].jpg,"['°¡º­¿î ÂüÄ¡ ´õ¸¶ÀÏµå 2Äµ Âü±úµ·±î½º¼Ò½º 1Åë(290g), »§°¡·ç 150g, ¾çÆÄ 1/2°³(100g), ºê·ÎÄİ¸® 1/4°³(50g), ¿¾³¯ ººÀ½Âü±ú 1T(4g), °í¼ÒÇÑ Âü±â¸§ 1T(10g), °è¶õ 2°³, ´ÙÁø¸¶´Ã 2t(10g), ´ëÆÄ 1´ë(50g), ¼Ò±İ 2t(4g),¼øÈÄÃß 1g, ÇÁ·¹½ºÄÚ Ä«³î¶óÀ¯ 200g, µÎºÎ 3/5¸ğ(300g)']",627.35,38.23,21.34,42.59
ºĞ½Ä,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1358,Ç¥°í¹ö¼¸¾çÆÄÅä½ºÆ®,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625953[11].jpg,"['·¹µå¿ÍÀÎ¹ß»ç¹Íµå·¹½Ì3T(45g), ¼øÈÄÃß1t, ¿À¸Ş°¡3 ¹öÅÍ2T(20g), ½Ä»§4Àå(200g), ¾çÆÄ1°³(200g), ½½¶óÀÌ½º Ä¡Áî4Àå(80g), Ç¥°í¹ö¼¸2°³']",510.93,67,16.14,27.15
ºĞ½Ä,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1348,¹æ¿ïÅä¸¶Åä¼Ò¹Ù,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625401[3].jpg,"['´Ù½Ã¸¶Àå±¹50ml, ¹æ¿ïÅä¸¶Åä7°³(120g), ¿¾³¯ ¸Ş¹Ğ±¹¼ö100g, ½ÇÆÄ1ÁÙ±â(5g), ´Ù½Ã¸¶½ÄÃÊ4T(40g), ±è°¡·ç¾à°£, ¼³ÅÁ2T(20g), (À°¼ö¿ë) Â÷°¡¿î ¹°450ml, ¼Ò±İ¾à°£, (ÀıÀÓ¿ë) ¹°2T(20g), ¿¾³¯ ººÀ½Âü±ú1t']",478.38,103.23,12.69,2.68
ºĞ½Ä,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1346,¹«¶±ººÀÌ,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_346896494[3].jpg,"['¿ä¸®¿Ã¸®°í´ç2T(20g), ¹«1/4°³(300g), ÂÌ±êÇÑ ½Ò¶±ººÀÌ¶±1ºÀ(450g), ´ëÆÄ1´ë(70g), ¼³ÅÁ3T(40g), ¼Ò±İ2t(4g), °íÃå°¡·ç6T(40g), ¾î¹¬3Àå(100g), ÀÌ±İ±â ½ÃÁî´× ¸À°£Àå2T(20g), ¾çÆÄ1/2°³(100g), °í¼ÒÇÑ Âü±â¸§2T, ¹°1/2ÄÅ(120ml)']",510.25,94.75,7.7,15.02
ºĞ½Ä,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1338,ÈæÃÊ¸¸µÎÅÁ¼ö,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115060389[17].jpg,"['X.O¹Ì´Ï ±º¸¸µÎ °í±â1/2ºÀ(230g), 8³â¼÷¼ºÈæÃÊ2T(20g), ÀÌ±İ±âÁßÈ­½ÃÁî´×¸À°£Àå1T(10g), ÄÚÄÚ³ÓÈÄ·¹ÀÌÅ©1/2T(5g), °í±¸¸¶1°³(100g), ÆÄÀÎ¾ÖÇÃ1½½¶óÀÌ½º(70g), ¼³ÅÁ1T(10g), ÀüºĞ¹°(ÀüºĞ:¹°=1:2)2T(20g), ¹°2T(20g)']",482.45,51.45,11.87,25.92
ºĞ½Ä,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1333,Ä«·¹°í±¸¸¶Àü,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115060389[7].jpg,"['¿À¸®Áö³ÎÄ«·¹ÆÄ¿ì´õ5g, ºÎÄ§°¡·ç65g, Äá±â¸§À¯ÅÁ¿ë, °í±¸¸¶1°³(130g), ÆÄ½½¸®°¡·ç1g, ¹°95ml, ¼Ò±İ1g']",426.07,95.56,7.95,1.47
ºĞ½Ä,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1332,ÂŞ²Ù¹Ì¹ä¹ö°Å,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115060389[5].jpg,"['¿À´Ã¹ä»ó1/4ºÀ(30g), ¹äÄ£±¸(±èÀÚ¹İ)1ºÀ(7g), ¿ÀÂ¡¾î³«ÁöººÀ½¾ç³ä, , ÂŞ²Ù¹Ì1¸¶¸®(65g), °è¶õ1°³(60g), ¾çÆÄ1/10°³(20g), ½½¶óÀÌ½º Ä¡Áî1Àå(20g), ´ëÆÄ1/8´ë(10g), ´ç±Ù1/8°³(20g), ¸ÀÀÖ´Â ¿À¶Ñ±â¹ä1°³(210g), ÇÁ·¹½ºÄÚ Ä«³î¶óÀ¯1T(10g), Àû»óÃß3Àå(20g), ¿¾³¯ ººÀ½Âü±ú1t']",701.3,87.5,24.15,28.64
ºĞ½Ä,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1328,¹Ì´Ï ¶±°¥ºñ ¹ö°Å,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115059673[13].jpg,"['¿ÀÁîÅ°Ä£ ¶±°¥ºñ2°³, ½½¶óÀÌ½ºÄ¡Áî2Àå(20gX2), ÇÜ¹ö°Å»§2°³(60gX2)', '¾çÆÄ1/5°³(40g), ¾ç¹èÃß50g, °ñµå¸¶¿ä³×½º1T(15g), °è¶õ2°³(60gX2), Åä¸¶ÅäÄÉªR3T(45g), ¿ÀÀÌ1/8°³(20g), ÇÁ·¹½ºÄÚ Ä«³î¶óÀ¯1T(15g)']",705.05,58.72,27.73,40.5
ºĞ½Ä,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1320,Ä¡Áî°¨ÀÚÈ£¶±,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-01_786638811[17].jpg,"['ÃÊ°£Æí °¨ÀÚÀü¹Í½º 1/2ºÀ(100g), Âı½ÒÈ£¶±¹Í½º 1ÆÑ(540g), ½´·¹µåÄ¡Áî ¸ğÂ¥·¼¶ó 1ºÀ(70g), Â÷°¡¿î ¹° 300ml, µû¶æÇÑ ¹° 250ml, ÇÁ·¹½ºÄÚ ÇØ¹Ù¶ó±âÀ¯ ¾à°£(20g)']",479.67,87.3,11.53,9.25
ºĞ½Ä,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1293,¾ß³¢¼Ò¹Ù»§,https://ottogi.okitchen.co.kr/pds/upfile/2022-04-11_393995672[1].jpg,"['Ã¶ÆÇ»Ç³¢1°³, ´ç±Ù1/4, (50g), ¿À¶Ñ±â ½Ä¿ëÀ¯1T(10g), °íÃß1°³(10g), ÇÖµµ±× ¹ø(¶Ç´Â ¸ğ´×»§4°³)2°³, ¸¶¿ä³×Áî2T, (20g), º£ÀÌÄÁ1ÁÙ(20g), ÃÊ»ı°­¾à°£']",648.925,77.585,13.7,31.715
ºĞ½Ä,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1279,ÄÉªR°ï¾à±¹¹°¶±ººÀÌ,https://ottogi.okitchen.co.kr/pds/upfile/2022-02-21_397338068[5].jpg,"['1/2ÇÏÇÁÄÉªR45g, ¿À¶Ñ±â ¼øÈÄÃß¾à°£, ±¼¼Ò½º1t(5g), °íÃßÀå1T, (20g), °ï¾à200g, ¾ç¹èÃß1Àå(40g), ¾î¹¬1Àå(40g), ´ëÆÄ1/3´ë(40g), ¾çÆÄ1/6°³(35g), ¿À¶Ñ±â ´Ù½Ã¸¶½ÄÃÊ1t(5g), ´ÙÁø ¸¶´Ã1t(3g), ¹°300ml']",69.11,13.52,4.13,0.63
